'so2_we','no2_we','no2_ae','o3_we','o3_ae','co_we','co_ae','so2_ae','humedad','temperatura'
385.1711324,234.4243978,228.3765767,230.2293955,228.7529704,402.1554871,330.4833679,354.4196269,54.53523636,25.09880066
385.8345337,233.5259857,227.8847198,230.4795685,228.7212524,404.5593567,334.9863586,357.7357178,54.65476608,25.09880066
385.4804077,234.1228485,228.3873138,229.7436523,228.766037,401.9483948,331.2618408,355.4491577,54.75547409,25.06942749
386.1173401,233.6322479,228.1066589,229.1024628,228.7144318,402.4265137,331.8831482,356.7528992,54.77073288,25.09880066
384.249115,234.4384918,228.5545502,228.8962097,228.7785034,399.1836853,329.1540222,352.7116699,54.81040573,25.12550354
385.4559631,234.4556732,228.5701904,228.1227417,228.8951721,398.5644531,328.3482056,353.7210083,54.68375778,25.13885498
385.5184021,234.5410919,228.5821381,228.2524261,228.9904938,400.112915,329.8420105,353.6065063,54.64255905,25.16822815
385.4908142,233.9832458,228.4727478,227.883667,228.7113037,400.1149597,329.8331299,353.8319397,54.54185104,25.19760132
387.9533386,233.4467926,228.183197,227.9086914,228.8993378,403.1910706,331.9628601,356.3179932,54.59678268,25.23765564
387.2070313,234.0988922,228.4826813,227.5341949,228.7982788,401.4498901,330.3956909,355.2247314,54.45944595,25.253685
385.9522705,234.4827576,228.9003906,227.4993439,229.0832062,401.4619141,329.5066528,354.1236572,54.49912643,25.29373932
386.2490845,234.4676819,228.7883606,226.8206635,229.1529999,401.079071,329.1544495,353.4731445,54.41214371,25.30976105
389.1203512,233.9242198,228.4194641,227.0013885,228.8257294,404.3245646,331.7688192,357.2427877,54.42536799,25.35070546
388.6498515,234.3669586,228.7864787,226.5746613,228.8878733,404.6923218,331.5535278,355.7587585,54.37043635,25.39877065
389.8747253,233.2155457,228.5509033,226.7436066,228.8862915,406.2119751,333.1217957,358.0368042,54.33432388,25.42191315
386.7496643,235.1067352,229.3956909,226.6399078,229.0347443,403.0744019,329.4612732,353.9117126,54.24429703,25.44861603
387.3075256,235.0067291,229.232132,226.8633575,229.1212158,402.5165405,329.6341858,353.9361267,54.43503189,25.46463776
386.8366089,234.672348,229.5108185,226.8779602,229.1900024,404.6895752,330.4410095,354.7398376,54.17563248,25.52071381
387.3475952,234.6306763,229.2181396,226.519104,229.1519623,402.4983521,329.9836731,354.0664063,54.33584976,25.50736237
389.1356506,233.9811707,229.0769501,226.3961792,228.8972473,405.5869751,332.1186218,356.3565063,54.10696793,25.53406525
387.8537903,233.8582916,229.1681061,226.7310791,229.1420898,406.9827881,331.881134,355.0575867,54.09170532,25.56343842
387.9356079,234.3535767,229.2545471,226.5680542,228.9123383,404.4274902,330.8227539,354.3471069,54.28396988,25.62219238
388.2225298,233.4687565,228.8730905,226.7829285,229.0097722,405.1402849,331.1664298,356.1661857,54.21922902,25.64126587
389.063092,233.3360626,228.8736206,226.4101013,228.9485016,406.0068481,331.5270813,356.4737854,54.1451149,25.6723938
389.7835693,233.4983673,228.9764557,227.8149414,229.1326904,405.9082642,332.5561218,357.7086182,54.2244606,25.69161987
388.8189392,233.5061798,228.9623566,226.2243195,228.8608093,404.6291504,331.3331604,355.4648132,54.07492065,25.70497131
386.9382324,233.9817047,229.1748657,226.6503448,229.0024719,403.5608215,329.4597778,354.6585693,54.01083374,25.73434448
387.6872253,233.2520142,228.9634094,226.2357635,229.3894196,403.3067932,330.2633362,354.0694885,54.06881714,25.73434448
388.1850586,233.5775146,228.8165588,226.0685577,229.146759,402.5400085,330.159729,355.1748047,54.05508423,25.79042053
389.8741455,232.3884735,228.4873505,226.2357025,229.0769348,406.3312073,332.761322,357.3278198,54.05203247,25.77706909
388.4528503,232.8947144,228.6472626,226.7180176,229.0722656,402.3994446,330.1316223,355.4949951,54.12527847,25.80377197
389.4997437,233.0816711,228.5793182,226.2310699,228.8669189,403.6374146,330.5132263,355.9663513,54.04440308,25.84382629
388.2879944,232.8176422,228.5600204,226.4419861,229.02565,402.799118,330.8428192,355.7069702,54.00091553,25.85450745
387.7444641,233.0579651,228.5433868,226.4108704,229.0072479,402.426062,330.4283813,354.4397949,53.91195679,25.87586975
388.1753357,232.7612854,228.4325531,226.364209,229.1522614,402.2664795,331.0936157,355.4916382,53.78439331,25.8865509
390.8496704,232.4155731,228.0701599,226.2945862,228.9800568,403.8576965,331.7040405,357.9148254,53.88723755,25.90257263
388.9518127,232.7514801,228.2821655,225.9341736,229.0576324,402.2868958,329.9659729,354.6981201,53.84146118,25.91859436
389.6929016,231.9326935,228.2477875,226.5055542,229.0410004,403.2764587,331.0643921,355.754364,53.80789185,25.91859436
388.363739,232.8384399,228.2206879,226.1899261,228.9587097,401.0113525,329.9628906,354.4315186,54.04135132,25.9319458
388.4976501,232.9249115,228.4165344,226.4643707,229.105072,400.4446716,329.2368469,354.1507568,53.98184204,25.9319458
389.038208,232.9649963,228.2472382,226.3315735,228.7618256,402.7785645,330.6712646,355.7173767,54.00167847,25.97467041
389.7523499,232.3191833,228.0894165,226.6013794,229.2774353,401.5404968,330.3519592,355.8341064,53.99099731,25.98802185
390.8395447,232.4208496,228.0071594,226.2016846,229.0905182,403.2811951,332.3715576,357.8059021,54.01144409,26.00457764
389.5940735,232.1549988,227.8860901,225.8754517,229.1967621,402.5518372,331.2427734,356.5919006,53.90768433,26.01739502
388.5121948,232.8622162,228.1457886,225.8148163,229.0651733,401.1102661,330.1627625,355.2384949,53.93515015,26.01739502
389.1801392,232.9653656,228.1370483,225.8768585,229.1787109,400.5727905,330.4335999,355.1700989,53.92050171,26.06439209
391.5664063,231.7030487,227.6029663,226.3123169,228.7128601,403.4920349,333.198761,358.3960876,53.91928101,26.05744934
388.1773071,233.3895264,228.2888947,226.136261,229.2087097,400.570282,328.9165344,354.2189331,54.0062561,26.0894928
390.9049072,232.3847809,227.7660217,225.9300385,228.9170685,402.7628784,331.7388916,357.0247192,54.06576538,26.10284424
388.8580322,233.5733795,228.2591705,226.1607819,229.0977631,401.2988586,329.3935242,355.3330383,54.09628296,26.05744934
390.7111511,231.7582092,227.622757,226.6763916,228.6889038,404.1327209,333.7723083,358.6091003,54.15732193,26.0894928
390.0372009,232.7968781,227.935849,226.3508545,229.0230927,402.4210266,331.0729919,355.904425,54.05050659,26.0894928
390.085968,232.8435699,228.0187836,226.2717041,228.8974579,401.151239,330.2661194,355.8464539,54.08224487,26.0894928
389.3299805,233.1373169,228.102536,226.0091858,228.9352783,399.8549438,329.5960999,354.8561279,54.11886826,26.10551453
388.0031738,233.5130806,228.2888641,226.4185791,228.9738045,398.9953995,328.3764954,353.8824997,54.12413406,26.11619568
388.7869873,233.4292999,228.2846039,225.7628967,228.9590363,399.334137,328.9862244,354.5022034,53.95742874,26.11619568
389.0065308,232.7988739,228.1065979,225.7076416,228.864975,399.625885,329.6732788,354.8074646,54.12527847,26.11619568
390.2819824,232.6426086,227.9211884,226.576416,229.0654602,401.485321,331.4941406,357.2169495,53.97879028,26.13221741
390.7029114,232.5165558,228.0857849,226.1456146,228.9243469,399.7202148,330.4857178,355.7628174,54.08255005,26.13221741
389.4710693,233.4759674,228.2867889,225.8894196,229.021225,398.8670044,329.0144348,355.0007935,54.09628296,26.14556885
389.1783447,233.521286,228.4519196,225.8367767,228.9410248,397.0123291,327.6586609,354.2251892,54.07339478,26.14556885
388.8960571,233.4415894,228.4389343,225.7690735,229.1399536,399.3560791,328.3201599,353.5834961,53.99252319,26.15892029
388.3908691,233.3759766,228.2254028,226.1571045,228.9696198,398.3769226,328.516449,354.0919189,54.20157242,26.15892029
390.2111816,232.8650665,227.9441223,226.7779388,228.987381,399.4196472,330.0878601,356.0976257,54.07339478,26.14556885
388.7466125,233.5462494,228.4534912,226.6112823,228.9779816,398.4831848,328.8488159,354.3543701,54.11154556,26.17494202
390.3903503,233.0160675,228.03685,226.0571289,228.7899628,399.073761,329.8347473,356.3669128,54.1008606,26.17494202
392.0352783,231.9390839,227.6051361,226.5562866,228.8406464,402.3082153,332.1242371,358.4465454,54.01968384,26.13755798
391.8981236,232.1579524,227.8147954,226.5178223,228.6933005,401.0154768,332.4119219,357.6425171,54.20418658,26.15892029
391.5075684,232.9212799,228.034729,226.7737885,228.8722534,399.0962219,330.0310364,356.0991821,54.25802994,26.14556885
391.6716614,232.3868866,227.7331848,226.414444,228.7462006,400.2545471,332.0514221,358.2471619,54.24887466,26.15892029
389.6549377,233.1733704,228.1206665,226.2138824,229.024353,398.9613953,329.6045532,354.996582,54.24887466,26.15892029
387.6991272,233.0129395,228.2294922,226.0149078,228.992569,397.4128723,328.0112915,353.5450439,54.38162613,26.2016449
389.7919006,233.6327515,228.4035034,225.7966919,228.687851,397.1373291,327.9446411,354.8413391,54.2030983,26.17494202
391.1080322,232.8842773,227.9878235,225.3821106,228.9076385,398.758728,330.2393494,356.5163879,54.16189957,26.2016449
392.4487793,231.9545868,227.5378418,227.012854,228.9188385,401.8326782,332.3867126,358.6118347,54.21683121,26.18829346
390.9626465,232.8131378,227.9553589,226.6584656,228.98508,399.1581055,329.7173401,356.0943054,54.24979019,26.18829346
389.7913895,233.4197159,228.3405876,226.2635918,228.9617043,397.8837051,328.8701477,354.6982269,54.22941971,26.18829346
391.8300598,232.4417603,227.8911041,226.4564819,228.8539276,400.9589478,331.4797485,357.4944275,54.21835709,26.20965576
390.618988,232.7019653,227.9664917,225.959198,228.805603,397.8716736,329.3133545,355.9898071,54.25650406,26.2016449
391.7502441,231.9555969,227.7841797,226.3227081,228.6925812,400.4169922,331.3780212,358.5986938,54.24277115,26.18829346
391.0805054,232.7801208,227.8961792,226.21698,228.9431,398.7024841,330.1669922,356.7747192,54.27939224,26.21499634
390.5982056,232.6994019,227.9534912,225.6961365,228.9233093,399.2790527,330.026947,356.1418762,54.21988297,26.2016449
391.6640625,232.5728073,227.7365646,226.2071075,228.8949432,399.1889496,330.9303131,357.2573242,54.25268936,26.2230072
390.2153625,232.8843079,227.9243469,225.6690674,228.7587128,399.2332153,330.8138733,356.4319763,54.18936539,26.23101807
391.1153564,232.5920868,227.8769531,225.9789886,228.9779663,397.0466614,328.9837036,355.8903198,54.25802994,26.21499634
391.4382935,232.5749359,227.9207153,225.9482574,228.9008942,398.4629211,329.8717041,357.1346741,54.24887466,26.24436951
392.9295044,231.6691742,227.6071014,226.113327,228.6722565,401.6327209,332.5384521,359.399231,54.21225357,26.23101807
390.7476501,233.088974,228.1847229,226.2201233,228.9967346,397.7581482,329.300354,355.1017761,54.21072769,26.21499634
393.0516866,231.9084015,227.6330007,226.1239421,228.5684255,401.1993612,332.4073283,358.8990784,54.16800308,26.23546855
391.1232198,232.5653839,227.7826385,226.0006816,228.8017629,398.8750203,330.2899577,356.6368917,54.19038264,26.23546855
388.8392944,232.9488831,228.3040466,226.4602203,228.8263855,396.7810974,328.331604,354.1918945,54.21225357,26.23101807
391.8044739,232.5785675,227.9696503,226.3134003,228.5456848,397.0545349,330.0773926,356.8075256,54.24887466,26.23101807
390.5444946,232.9608765,227.9831848,226.0268707,228.7123413,397.3221741,330.1905212,357.2111816,54.27634048,26.25772095
389.8330688,233.1520233,228.4237976,225.4060669,228.6821442,394.7936096,327.3070984,354.0643005,54.14206314,26.23101807
392.2424927,232.3498993,227.9462128,226.1367645,228.8394775,397.0081177,330.1487427,357.0481873,54.21683121,26.25772095
390.038208,233.4202271,228.1274719,225.7315369,228.8983002,396.0837097,329.0429993,354.9179077,54.21530533,26.24436951
390.1793518,233.2144623,228.1394348,225.8846893,228.8743591,396.1268921,328.7034302,355.6632385,54.18326187,26.25772095
393.7440491,231.2290192,227.3779755,226.9523926,228.73526,400.198822,333.1383972,359.8414307,54.28091812,26.23101807
390.2559692,232.8766876,228.3532623,225.8995026,228.85466,396.4670044,328.8075439,355.1789673,54.28702164,26.22514343
391.6178763,232.75223,228.0991799,226.2223489,228.8333326,396.6899327,329.8654436,356.6017282,54.25911985,26.21842957
392.2143555,232.2733612,227.743576,226.334198,228.7050629,398.4456177,331.7217407,358.4294128,54.24887466,26.24436951
391.9065247,232.0952301,227.6753693,226.5602264,228.7816315,398.9352722,332.2571411,358.025238,54.27176285,26.23101807
390.8236694,233.5306702,228.3690948,226.5951843,228.7863159,394.9732361,328.1117859,355.8085632,54.27176285,26.23101807
391.6289063,232.672821,227.9758911,226.1409302,228.8243103,397.6488037,329.625946,357.0960693,54.33127213,26.24436951
391.5460815,232.3681335,227.6946564,226.3378296,228.6763916,396.3493347,330.4425354,357.0658569,54.30228043,26.2016449
390.0710449,233.3535614,228.3415527,225.58992,228.6055908,395.4054565,328.1940918,354.3553772,54.3038063,26.21499634
390.5513611,233.21138,228.2279358,226.4550171,228.7561188,393.9440613,326.9258423,355.115387,54.32516861,26.2016449
392.348175,232.3520355,227.842041,226.0232544,228.8998566,396.935791,331.1711731,358.9508057,54.40756607,26.2016449
389.2033997,233.7088318,228.4930725,226.0086365,228.7842407,395.6201477,328.4988098,354.983551,54.27023697,26.21499634
391.0273514,232.9810219,228.253849,226.174305,228.601059,394.5871506,328.9189835,356.156517,54.33928299,26.22367477
391.851593,232.7665787,228.0745773,226.1873245,228.7238388,396.1266174,329.8665009,356.848175,54.34881973,26.20832062
392.286499,232.5589813,227.9587799,225.8378143,228.7042145,395.9550415,330.0862183,357.5141602,54.31418228,26.20431519
389.9960938,233.0702362,228.125351,225.636261,228.8842163,393.9289551,328.2164917,355.0585327,54.27176285,26.23101807
392.5101318,231.922821,227.6649475,225.5508423,228.8956757,398.6263733,332.0664978,358.4252625,54.29007339,26.2016449
389.7398071,233.0645142,228.1826477,225.8946075,228.8290405,394.9690552,328.8675537,354.8971252,54.25802994,26.21499634
393.1747131,232.1634369,227.6534882,226.1430664,228.5592499,397.2311096,330.4451904,358.366394,54.24429703,26.2016449
392.402832,231.6753998,227.4686432,226.2310638,228.6884003,398.5587463,332.5827332,359.2430115,54.24429703,26.21499634
393.1560059,231.8608398,227.6914978,226.2962036,228.8800812,398.7378845,331.1238098,358.6090698,54.21225357,26.23101807
392.0777649,232.1499969,227.8025543,226.4724823,228.7415283,398.4968811,331.0373596,357.9464905,54.25894547,26.20751953
391.1994934,232.6236191,227.9665222,226.0407028,228.6852722,396.6032257,329.5391541,356.4369965,54.28091812,26.21633148
391.4791321,232.9888794,228.0900604,225.5576172,228.6915405,395.2929443,328.0034485,356.1074341,54.24795914,26.23582458
